archivo,fecha,documento,cliente,n_lineas,suma_cantidad,cajas_esperada,diff,estado
FACT. TABATA MARCOS 07-07-26.pdf,07/07/2026,0000011647,HECTOR LUIS FRANCESCHI GUAREPERO,6,8.67,8.67,0.0,VALIDADO
FACT. TABATA MARCOS 07-07-26.pdf,07/07/2026,0000011662,LIANG SUPERMERCADO CHAO 88 FP,1,0.1,0.1,0.0,VALIDADO
FACT. TABATA MARCOS 07-07-26.pdf,07/07/2026,0000011616,"BODEMARKET,C.A",31,15.61,15.59,0.02,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011695,COMERCIAL EL GRAN MUNDO 888 CA,19,47.5,47.5,0.0,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011696,LIANG SUPERMERCADO CHAO 88 FP,4,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011697,LU COMERCIAL GRAN CASITA FP,19,10.65,10.67,-0.02,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011742,SUPERMERCADO BARRIO SUCRE 88 F.P,11,6.23,6.22,0.01,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011761,FRIGORIFICO LOMO DORADO CA,6,4.34,4.33,0.01,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011762,LU COMERCIAL GRAN CASITA FP,6,2.06,2.05,0.01,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011772,CEN SUPER MARKET,21,26.83,26.83,0.0,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011774,"MINI SUPER 2017,C.A.",3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011699,LEYUMIR ELENA HENRIQUEZ LAYA,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 08-07-26.pdf,08/07/2026,0000011700,VIVERES ASIA,6,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011840,SUPERMERCADO Y CONFITERIA DISNEY,30,29.5,29.5,0.0,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011841,MULTITIENDA BARCELONA C A,13,20.83,20.84,-0.01,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011842,MINIMARKET SURTIORIENTE CA,55,30.51,30.5,0.01,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011843,"MINI SUPER 2017,C.A.",3,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011844,COMERCIAL NUEVA CARACAS 168 C.A,1,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011845,BAKERY BAO BAO C.A,6,3.22,3.22,0.0,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011858,AUTOMERCADO MIXMARKET CA,10,2.93,2.92,0.01,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011859,DISTRIBUIDORA MEGAMAXI C.A,8,6.83,6.83,0.0,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011860,EL BODEGON DE MOREIRA CA,6,11.0,11.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011862,VARIEDADES LA CONQUISTA 2022 CA,4,2.21,2.21,0.0,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011863,MARKET LUISAR CA,35,14.65,14.66,-0.01,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011898,ABASTOS EL GIRASOL J&Y,5,2.51,2.5,0.01,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011915,"MINI MARKET SUPERGANGA, C.A",40,21.54,21.5,0.04,VALIDADO
FACT. TABATA MARCOS 10-07-26.pdf,10/07/2026,0000011916,"ALIMERKA, C.A.",6,1.35,1.33,0.02,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011975,HUANG COMERCIAL LUCKY HACIENDA 88 FP,18,4.7,4.69,0.01,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011976,SUPERMERCADO BARRIO SUCRE 88 F.P,11,6.23,6.22,0.01,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011977,"ALIMERKA, C.A.",1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011978,FRESH MARKET C.A.,3,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011979,LA TURCA 1 CA,4,2.16,2.17,-0.01,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011980,"TODO MARKET, C.A.",7,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011981,VIVERES ASIA,2,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011987,"PANADERIA Y EXQUISITECES MISS ORIENTAL, C.A",7,2.89,2.88,0.01,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011988,PANAD. PAST. CHARCUT. Y BOD. CITY MANZION 95 CA,13,9.75,9.74,0.01,VALIDADO
FACT. TABATA MARCOS 13-07-26.pdf,13/07/2026,0000011989,"TODO MARKET, C.A.",10,26.0,26.0,0.0,VALIDADO
FACT. TABATA MARCOS 14-07-26.pdf,14/07/2026,0000012021,"COMERCIAL LA CARIDAD BENDITA, C.A",6,2.4,2.4,0.0,VALIDADO
FACT. TABATA MARCOS 14-07-26.pdf,14/07/2026,0000012022,"FANG KING MARKET F,P",9,10.66,10.67,-0.01,VALIDADO
FACT. TABATA MARCOS 14-07-26.pdf,14/07/2026,0000012023,"INVERSIONES NUEVA MIRANDA 88, C. A.",37,25.31,25.31,0.0,VALIDADO
FACT. TABATA MARCOS 14-07-26.pdf,14/07/2026,0000012028,HOT DOGS LA PRINCIPAL CA,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 15-07-26.pdf,15/07/2026,0000012148,AUTOMERCADO DAVID FP,6,12.0,12.0,0.0,VALIDADO
FACT. TABATA MARCOS 15-07-26.pdf,15/07/2026,0000012149,ELITE 3000 ORIENTE C.A,16,4.1,4.09,0.01,VALIDADO
FACT. TABATA MARCOS 15-07-26.pdf,15/07/2026,0000012150,LI SUPER MARKET FP,25,40.5,40.5,0.0,VALIDADO
FACT. TABATA MARCOS 15-07-26.pdf,15/07/2026,0000012151,HIPER MERCADO COSTCO CA,34,38.0,38.0,0.0,VALIDADO
FACT. TABATA MARCOS 15-07-26.pdf,15/07/2026,0000012152,NUÑEZ INVERSIONES KAMILA 2005 FP,19,9.51,9.5,0.01,VALIDADO
FACT. TABATA MARCOS 16-07-26.pdf,16/07/2026,0000012193,ZHANG ABASTO LA GRAN OFERTA,3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 16-07-26.pdf,16/07/2026,0000012210,"SUPERTODO BOULEVARD, C.A",12,21.95,21.96,-0.01,VALIDADO
FACT. TABATA MARCOS 16-07-26.pdf,16/07/2026,0000012212,"INVERSIONES NUEVA MIRANDA 88, C. A.",29,16.5,16.5,0.0,VALIDADO
FACT. TABATA MARCOS 16-07-26.pdf,16/07/2026,0000012214,FENG COMERCIAL CHAFERDI 2023 FP,8,15.35,15.35,0.0,VALIDADO
FACT. TABATA MARCOS 16-07-26.pdf,16/07/2026,0000012169,EMPRENDIMIENTO LENNYS BARRETO 2,18,4.99,4.99,0.0,VALIDADO
FACT. TABATA MARCOS 16-07-26.pdf,16/07/2026,0000012187,"TODO MARKET, C.A.",3,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-07-26.pdf,17/07/2026,0000012267,"MINI MARKET SUPERGANGA, C.A",4,2.67,2.67,0.0,VALIDADO
FACT. TABATA MARCOS 17-07-26.pdf,17/07/2026,0000012268,NG DARLI MUNDO FP,20,21.0,21.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-07-26.pdf,17/07/2026,0000012293,LEYUMIR ELENA HENRIQUEZ LAYA,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-07-26.pdf,17/07/2026,0000012304,BODEGON EL IMPERIO C A,3,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-07-26.pdf,17/07/2026,0000012305,BODEGON EL IMPERIO C A,5,5.42,5.42,0.0,VALIDADO
FACT. TABATA MARCOS 17-07-26.pdf,17/07/2026,0000012306,"ALIMERKA, C.A.",1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012380,AUTOMERCADO TANG 688 F.P,5,1.92,1.92,0.0,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012381,CEN BOLIVAR,17,6.93,6.92,0.01,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012382,"MERCATODOS ANZOATEGUI, C.A",2,25.0,25.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012383,"MINI MARKET SUPERGANGA, C.A",14,12.5,12.5,0.0,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012384,MULTITIENDA BARCELONA C A,8,13.49,13.5,-0.01,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012385,"ALIMERKA, C.A.",1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012386,"DISTRIBUIDORA DE ALIMENTOS TROCAG, C.A",8,9.92,9.92,0.0,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012387,LA REINA DEL FARO 2023 C.A,16,14.54,14.54,0.0,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012388,"THE HAO SUPERMARKET, C.A",2,25.0,25.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-07-26.pdf,20/07/2026,0000012389,VIVERES ASIA,4,11.0,11.0,0.0,VALIDADO
FACT. TABATA MARCOS 21-07-26.pdf,21/07/2026,0000012404,CEN BOLIVAR,3,0.75,0.75,0.0,VALIDADO
FACT. TABATA MARCOS 21-07-26.pdf,21/07/2026,0000012402,"ALIMERKA, C.A.",5,4.5,4.5,0.0,VALIDADO
FACT. TABATA MARCOS 21-07-26.pdf,21/07/2026,0000012403,PIÑATERIA MCQUEEN 2010 CA,3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-07-26.pdf,22/07/2026,0000012504,SUPERMERCADO MINGYU CA,20,36.55,36.54,0.01,VALIDADO
FACT. TABATA MARCOS 22-07-26.pdf,22/07/2026,0000012505,SUPERMERCADO BARRIO SUCRE 88 F.P,14,4.34,4.34,0.0,VALIDADO
FACT. TABATA MARCOS 22-07-26.pdf,22/07/2026,0000012506,REAL Y MEDIO SUPERMERCADO CA,47,39.5,39.5,0.0,VALIDADO
FACT. TABATA MARCOS 22-07-26.pdf,22/07/2026,0000012507,RABEEH MUNIB EL HALABI MUSTAFA,3,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-07-26.pdf,22/07/2026,0000012508,MULTITIENDA BARCELONA C A,2,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-07-26.pdf,22/07/2026,0000012509,COMERCIALIZADORA PEREDA,35,25.01,25.0,0.01,VALIDADO
FACT. TABATA MARCOS 22-07-26.pdf,22/07/2026,0000012510,ALVAREZ PLAZA MARKET F.P,8,8.17,8.17,0.0,VALIDADO
FACT. TABATA MARCOS 22-07-26.pdf,22/07/2026,0000012511,SUPERMERCADO EL ORIENTE DORADO CA,15,7.03,7.04,-0.01,VALIDADO
FACT. TABATA MARCOS 23-07-26.pdf,23/07/2026,0000012593,ARIANNE SOFIA MORALES HERRERA,30,21.4,21.39,0.01,VALIDADO
FACT. TABATA MARCOS 23-07-26.pdf,23/07/2026,0000012629,LIANG SUPERMERCADO CHAO 88 FP,22,16.0,16.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-07-26.pdf,27/07/2026,0000012772,COMERCIAL NUEVA CARACAS 168 C.A,10,5.26,5.25,0.01,VALIDADO
FACT. TABATA MARCOS 27-07-26.pdf,27/07/2026,0000012773,DISTRIBUIDORA MEGAMAXI C.A,16,11.0,11.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-07-26.pdf,27/07/2026,0000012793,"URANGA INVERSIONES, F.P",42,48.52,48.51,0.01,VALIDADO
FACT. TABATA MARCOS 27-07-26.pdf,27/07/2026,0000012775,"TODO MARKET, C.A.",3,19.0,19.0,0.0,VALIDADO
FACT. TABATA MARCOS 27-07-26.pdf,27/07/2026,0000012776,VIVERES ASIA,4,8.0,8.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-07-26.pdf,28/07/2026,0000012938,COMERCIAL EL GRAN MUNDO 888 CA,23,70.0,70.0,0.0,VALIDADO
FACT. TABATA MARCOS 28-07-26.pdf,28/07/2026,0000012939,MULTITIENDA BARCELONA C A,9,13.25,13.25,0.0,VALIDADO
FACT. TABATA MARCOS 28-07-26.pdf,28/07/2026,0000012937,"INSIEME, S.A.",10,15.75,15.75,0.0,VALIDADO
FACT. TABATA MARCOS 29-07-26.pdf,29/07/2026,0000012967,EMPRENDIMIENTO LUIS GUZMAN 28,7,6.17,6.17,0.0,VALIDADO
FACT. TABATA MARCOS 30-07-26.pdf,30/07/2026,0000013086,ABASTOS EL GIRASOL J&Y,13,4.55,4.54,0.01,VALIDADO
FACT. TABATA MARCOS 30-07-26.pdf,30/07/2026,0000013107,FRIGORIFICO LOMO DORADO CA,8,8.97,8.97,0.0,VALIDADO
FACT. TABATA MARCOS 30-07-26.pdf,30/07/2026,0000013087,"TODO MARKET, C.A.",5,19.0,19.0,0.0,VALIDADO
FACT. TABATA MARCOS 30-07-26.pdf,30/07/2026,0000013088,LA FRAGATA EXQUISITECES CA,3,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 30-07-26.pdf,30/07/2026,0000013106,"ALIMERKA, C.A.",4,6.75,6.75,0.0,VALIDADO
FACT. TABATA MARCOS 31-07-26.pdf,31/07/2026,0000013132,SUPERMERCADO BARRIO SUCRE 88 F.P,13,3.87,3.86,0.01,VALIDADO
FACT. TABATA MARCOS 03-08-26.pdf,03/08/2026,0000013168,COMERCIAL EL GRAN MUNDO 888 CA,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 03-08-26.pdf,03/08/2026,0000013171,"MERCATODOS ANZOATEGUI, C.A",19,118.0,118.0,0.0,VALIDADO
FACT. TABATA MARCOS 03-08-26.pdf,03/08/2026,0000013173,"MINI SUPER 2017,C.A.",24,90.0,90.0,0.0,VALIDADO
FACT. TABATA MARCOS 03-08-26.pdf,03/08/2026,0000013224,"MINI SUPER 2017,C.A.",9,19.0,19.0,0.0,VALIDADO
FACT. TABATA MARCOS 03-08-26.pdf,03/08/2026,0000013225,MULTITIENDA BARCELONA C A,10,18.0,18.0,0.0,VALIDADO
FACT. TABATA MARCOS 03-08-26.pdf,03/08/2026,0000013216,"LA BODEGUILLA ANDALUZ, C.A",22,21.82,21.82,0.0,VALIDADO
FACT. TABATA MARCOS 03-08-26.pdf,03/08/2026,0000013226,VIVERES ASIA,2,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-08-26.pdf,05/08/2026,0000013378,"FANG KING MARKET F,P",7,2.63,2.63,0.0,VALIDADO
FACT. TABATA MARCOS 05-08-26.pdf,05/08/2026,0000013379,LIANG SUPERMERCADO CHAO 88 FP,28,19.01,19.0,0.01,VALIDADO
FACT. TABATA MARCOS 05-08-26.pdf,05/08/2026,0000013380,RABEEH MUNIB EL HALABI MUSTAFA,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-08-26.pdf,05/08/2026,0000013381,SUPER CASA WIPI,7,5.97,5.96,0.01,VALIDADO
FACT. TABATA MARCOS 05-08-26.pdf,05/08/2026,0000013382,WU SUPER TODO FP,12,8.89,8.88,0.01,VALIDADO
FACT. TABATA MARCOS 05-08-26.pdf,05/08/2026,0000013385,WU SUPER TODO FP,3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 05-08-26.pdf,05/08/2026,0000013384,"BODEMARKET,C.A",33,15.25,15.22,0.03,VALIDADO
FACT. TABATA MARCOS 05-08-26.pdf,05/08/2026,0000013386,LEYUMIR ELENA HENRIQUEZ LAYA,2,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-08-26.pdf,06/08/2026,0000013441,EMPRENDIMIENTO MAHRAN SHOKFAN,11,10.16,10.16,0.0,VALIDADO
FACT. TABATA MARCOS 06-08-26.pdf,06/08/2026,0000013442,SUPERMERCADO DIECIOCHO,3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 06-08-26.pdf,06/08/2026,0000013443,ZHANG ABASTO LA GRAN OFERTA,3,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-08-26.pdf,07/08/2026,0000013524,EMILY NARUMI OBANDO PERICAGUAN,8,1.74,1.74,0.0,VALIDADO
FACT. TABATA MARCOS 07-08-26.pdf,07/08/2026,0000013526,LI MEGA PORTELA F.P,5,13.0,13.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-08-26.pdf,07/08/2026,0000013527,LI MEGA PORTELA F.P,3,40.0,40.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-08-26.pdf,07/08/2026,0000013528,LI SUPER MARKET FP,14,12.16,12.17,-0.01,VALIDADO
FACT. TABATA MARCOS 07-08-26.pdf,07/08/2026,0000013529,MERCADO MIRASOL CA,16,8.51,8.5,0.01,VALIDADO
FACT. TABATA MARCOS 07-08-26.pdf,07/08/2026,0000013545,AUTO MERCADO UNIOFERTAS CENTER C A,1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-08-26.pdf,07/08/2026,0000013530,"DISTRIBUIDORA DE ALIMENTOS TROCAG, C.A",3,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 07-08-26.pdf,07/08/2026,0000013531,HOT DOGS LA PRINCIPAL CA,3,2.67,2.67,0.0,VALIDADO
FACT. TABATA MARCOS 10-08-26.pdf,10/08/2026,0000013667,SUPERMERCADO EL ORIENTE DORADO CA,17,16.75,16.75,0.0,VALIDADO
FACT. TABATA MARCOS 10-08-26.pdf,10/08/2026,0000013668,BAKERY BAO BAO C.A,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-08-26.pdf,10/08/2026,0000013669,LU COMERCIAL GRAN CASITA FP,16,11.08,11.08,0.0,VALIDADO
FACT. TABATA MARCOS 10-08-26.pdf,10/08/2026,0000013670,SUPERMERCADO BARRIO SUCRE 88 F.P,11,5.07,5.07,0.0,VALIDADO
FACT. TABATA MARCOS 10-08-26.pdf,10/08/2026,0000013674,"FANG KING MARKET F,P",1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-08-26.pdf,10/08/2026,0000013675,SUPERMERCADO EL VIÑEDO CA,8,16.0,16.0,0.0,VALIDADO
FACT. TABATA MARCOS 10-08-26.pdf,10/08/2026,0000013683,HE AUTOMERCADO YIFAN FP,30,26.33,26.33,0.0,VALIDADO
FACT. TABATA MARCOS 10-08-26.pdf,10/08/2026,0000013720,WU SUPER TODO FP,14,11.39,11.38,0.01,VALIDADO
FACT. TABATA MARCOS 12-08-26.pdf,12/08/2026,0000013844,COMERCIAL NUEVA CARACAS 168 C.A,4,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 12-08-26.pdf,12/08/2026,0000013845,"MERCATODOS ANZOATEGUI, C.A",13,40.0,40.0,0.0,VALIDADO
FACT. TABATA MARCOS 12-08-26.pdf,12/08/2026,0000013851,"INVERSIONES GRAN ORIENTE, C.A.",19,10.45,10.43,0.02,VALIDADO
FACT. TABATA MARCOS 12-08-26.pdf,12/08/2026,0000013852,"TODO MARKET, C.A.",12,28.0,28.0,0.0,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000013959,ALVAREZ PLAZA MARKET F.P,7,5.34,5.33,0.01,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000013963,"AUTOMERCADO LOS AMIGOS, C.A",15,10.73,10.75,-0.02,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000013965,COMERCIAL NUEVA CARACAS 168 C.A,11,14.75,14.75,0.0,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000013970,HUANG COMERCIAL LUCKY HACIENDA 88 FP,20,5.2,5.17,0.03,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000013972,"MINI MARKET SUPERGANGA, C.A",22,15.95,15.96,-0.01,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000013973,VARIEDADES LA CONQUISTA 2022 CA,1,1.0,1.0,0.0,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000013979,WU COMERCIAL BRISAS DEL MAR M.Y F.P,43,83.66,83.67,-0.01,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000013983,WU COMERCIAL BRISAS DEL MAR M.Y F.P,2,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000014007,"PANADERIA Y EXQUISITECES MISS ORIENTAL, C.A",3,3.25,3.25,0.0,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000014008,BODEGON EL IMPERIO C A,3,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 14-08-26.pdf,14/08/2026,0000014009,FRESH MARKET C.A.,8,7.0,7.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-08-26.pdf,17/08/2026,0000014072,DISTRIBUIDORA MEGAMAXI C.A,3,4.0,4.0,0.0,VALIDADO
FACT. TABATA MARCOS 17-08-26.pdf,17/08/2026,0000014073,VIVERES ASIA,6,6.46,6.46,0.0,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,18/08/2026,0000014129,SUPERMERCADO BARRIO SUCRE 88 F.P,12,3.8,3.81,-0.01,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,18/08/2026,0000014130,SUPERMERCADO DIECIOCHO,15,8.18,8.17,0.01,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,18/08/2026,0000014148,ARIANNE SOFIA MORALES HERRERA,31,18.8,18.77,0.03,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,18/08/2026,0000014173,SUPERMERCADO MINGYU CA,31,46.51,46.5,0.01,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,19/08/2026,0000014223,SUPERMERCADO MINGYU CA,1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,18/08/2026,0000014131,"ALIMERKA, C.A.",3,5.0,5.0,0.0,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,18/08/2026,0000014132,HIPER MERCADO COSTCO CA,17,31.0,31.0,0.0,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,18/08/2026,0000014133,LA FRAGATA EXQUISITECES CA,4,15.0,15.0,0.0,VALIDADO
FACT. TABATA MARCOS 18-08 AL 19-08-26.pdf,18/08/2026,0000014134,PANAD. PAST. CHARCUT. Y BOD. CITY MANZION 95 CA,11,10.75,10.75,0.0,VALIDADO
FACT. TABATA MARCOS 20-08-26.pdf,20/08/2026,0000014302,AUTOMERCADO MIXMARKET CA,7,3.84,3.83,0.01,VALIDADO
FACT. TABATA MARCOS 20-08-26.pdf,20/08/2026,0000014303,COMERCIAL TUCUSITO CA,6,30.0,30.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-08-26.pdf,20/08/2026,0000014304,LIANG SUPERMERCADO CHAO 88 FP,22,16.42,16.42,0.0,VALIDADO
FACT. TABATA MARCOS 20-08-26.pdf,20/08/2026,0000014305,WU SUPER TODO FP,4,6.0,6.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-08-26.pdf,20/08/2026,0000014333,COMERCIAL EL GRAN MUNDO 888 CA,28,60.38,60.37,0.01,VALIDADO
FACT. TABATA MARCOS 20-08-26.pdf,20/08/2026,0000014340,COMERCIAL EL GRAN MUNDO 888 CA,2,3.0,3.0,0.0,VALIDADO
FACT. TABATA MARCOS 20-08-26.pdf,20/08/2026,0000014341,DISTRIBUIDORA MEGAMAXI C.A,11,10.5,10.5,0.0,VALIDADO
FACT. TABATA MARCOS 20-08-26.pdf,20/08/2026,0000014321,"ALIMERKA, C.A.",1,0.25,0.25,0.0,VALIDADO
FACT. TABATA MARCOS 22-08-26.pdf,22/08/2026,0000014430,ABASTOS EL GIRASOL J&Y,4,2.39,2.38,0.01,VALIDADO
FACT. TABATA MARCOS 22-08-26.pdf,22/08/2026,0000014431,AUTO MERCADO UNIOFERTAS CENTER C A,6,0.93,0.94,-0.01,VALIDADO
FACT. TABATA MARCOS 22-08-26.pdf,22/08/2026,0000014432,AUTOMERCADO TANG 688 F.P,16,8.92,8.92,0.0,VALIDADO
FACT. TABATA MARCOS 22-08-26.pdf,22/08/2026,0000014433,CHANG SUPERMARKET 29 DE MARZO,8,4.33,4.33,0.0,VALIDADO
FACT. TABATA MARCOS 22-08-26.pdf,22/08/2026,0000014434,MULTITIENDA BARCELONA C A,14,21.0,21.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-08-26.pdf,22/08/2026,0000014435,TREBOLLS MARKET CA,39,31.81,31.82,-0.01,VALIDADO
FACT. TABATA MARCOS 22-08-26.pdf,22/08/2026,0000014436,"ALIMERKA, C.A.",1,2.0,2.0,0.0,VALIDADO
FACT. TABATA MARCOS 22-08-26.pdf,22/08/2026,0000014437,"TODO MARKET, C.A.",4,4.0,4.0,0.0,VALIDADO
